#>T ip_distribution_0723
#>-ip_code-----ip_name-----ip_type-----protein_count_in_human-all_protein_in_pdb-uniq_pdb_codes_with_lig-uniq_protein_with_lig_in_pdb-uniq_lig_count-median_ligand_desolvation-Median_Potency_nM-num_of_protein_with_affinity_data
   IPR027450   "Alpha-ketoglutarate-dependent dioxygenase AlkB-like" Domain      7.          0.          1.          1.          1.          86.0277     "no data" 0          
   IPR001365   "Adenosine/AMP deaminase domain" Domain      6.          2.          1.          1.          1.          97.3958     "no data" 0          
   IPR002469   "Dipeptidylpeptidase IV, N-terminal domain" Domain      6.          6.          7.          1.          7.          73.8569     0.82        1          
   IPR001129   "Membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein" Family      6.          3.          6.          1.          6.          51.9679     0.9         1          
   IPR003111   "Lon, substrate-binding domain" Domain      6.          1.          1.          1.          1.          70.6986     60.         1          
   IPR001506   "Peptidase M12A" Domain      6.          3.          3.          1.          3.          82.5188     "no data" 0          
   IPR018955   "Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal" Domain      5.          4.          7.          2.          2.          74.2265     87.         1          
   IPR022673   "Hexokinase, C-terminal" Domain      5.          4.          24.         1.          21.         95.1984     "no data" 0          
   IPR003121   "SWIB/MDM2 domain" Domain      5.          2.          4.          1.          4.          91.8358     12.         1          
   IPR024084   "Isopropylmalate dehydrogenase-like domain" Domain      5.          4.          6.          1.          6.          76.4316     "no data" 0          
   IPR008380   "HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase" Family      5.          1.          2.          1.          2.          70.5145     790000.     1          
   IPR006204   "GHMP kinase N-terminal domain" Domain      5.          4.          1.          1.          1.          96.6938     "no data" 0          
   IPR031778   "Sortilin, N-terminal" Domain      5.          2.          1.          1.          1.          73.5143     330.        1          
   IPR004364   "Aminoacyl-tRNA synthetase, class II (D/K/N)" Domain      5.          4.          2.          1.          1.          94.4021     2100.       1          
   IPR007275   "YTH domain" Domain      5.          3.          1.          1.          1.          84.955      1200.       1          
   IPR013530   "Protein-arginine deiminase, C-terminal" Domain      5.          4.          6.          1.          6.          81.1129     1000.       1          
   IPR006085   "XPG N-terminal" Domain      5.          3.          1.          1.          1.          67.251      182.        1          
   IPR004198   "Zinc finger, C5HC2-type" Domain      5.          3.          1.          1.          1.          77.4776     "no data" 0          
   IPR014760   "Serum albumin, N-terminal" Domain      4.          3.          15.         1.          13.         96.3526     2900.       1          
   IPR000845   "Nucleoside phosphorylase domain" Domain      4.          4.          20.         3.          13.         96.5748     0.0052      1          
   IPR001093   "IMP dehydrogenase/GMP reductase" Domain      4.          4.          1.          1.          1.          81.0818     6.          1          
   IPR031314   "Deoxynucleoside kinase domain" Domain      4.          3.          38.         1.          30.         99.8939     0.5         1          
   IPR019774   "Aromatic amino acid hydroxylase, C-terminal" Domain      4.          4.          1.          1.          1.          76.5427     30.         1          
   IPR034733   "Acetyl-CoA carboxylase" Domain      4.          2.          1.          1.          1.          62.2856     37000.      1          
   IPR031330   "Glycoside hydrolase 35, catalytic domain" Domain      4.          0.          1.          1.          1.          85.4361     "no data" 0          
   IPR013079   6-phosphofructo-2-kinase Domain      4.          3.          6.          1.          6.          95.5595     11.         1          
   IPR000092   "Polyprenyl synthetase" Family      4.          2.          3.          1.          2.          96.7287     1200.       1          
   IPR001040   "Translation Initiation factor eIF- 4e" Family      4.          2.          2.          1.          2.          56.6266     "no data" 0          
   IPR004567   "Type II pantothenate kinase" Family      4.          2.          1.          1.          1.          37.9124     "no data" 0          
   IPR000811   "Glycosyl transferase, family 35" Family      3.          3.          50.         2.          33.         99.8674     8920.       2          
   IPR015878   "S-adenosyl-L-homocysteine hydrolase, NAD binding domain" Domain      3.          3.          13.         1.          9.          100.        "no data" 0          
   IPR001548   "Peptidase M2, peptidyl-dipeptidase A" Family      3.          3.          4.          3.          3.          75.3136     65.885      2          
   IPR004030   "Nitric oxide synthase, N-terminal" Domain      3.          3.          136.        3.          81.         92.4504     "no data" 0          
   IPR011611   "Carbohydrate kinase PfkB" Domain      3.          3.          8.          2.          8.          96.2933     4.45        2          
   IPR000940   "Methyltransferase, NNMT/PNMT/TEMT" Family      3.          3.          6.          1.          3.          99.9061     1.3         1          
   IPR001424   "Superoxide dismutase, copper/zinc binding domain" Domain      3.          3.          3.          1.          3.          66.0783     "no data" 0          
   IPR015883   "Glycoside hydrolase family 20, catalytic domain" Domain      3.          2.          2.          2.          2.          91.735      "no data" 0          
   IPR011615   "p53, DNA-binding domain" Domain      3.          3.          15.         1.          15.         86.0028     470.        1          
   IPR001563   "Peptidase S10, serine carboxypeptidase" Family      3.          0.          1.          1.          1.          70.5625     "no data" 0          
   IPR006035   Ureohydrolase Family      3.          2.          2.          2.          1.          73.0842     63.5        2          
   IPR001310   "Histidine triad (HIT) protein" Family      3.          3.          4.          2.          1.          84.9925     55900.      1          
   IPR010513   "KEN domain" Domain      3.          0.          2.          1.          2.          63.3008     5400.       1          
   IPR004294   "Carotenoid oxygenase" Family      3.          0.          8.          1.          7.          98.8859     106.        1          
   IPR008015   "GMP phosphodiesterase, delta subunit" Domain      3.          2.          3.          1.          3.          99.8912     184.        1          
   IPR011084   "DNA repair metallo-beta-lactamase" Domain      3.          2.          3.          1.          3.          61.3535     "no data" 0          
   IPR003140   Phospholipase/carboxylesterase/thioesterase Domain      3.          3.          1.          1.          1.          96.2415     280.        1          
   IPR003822   "Paired amphipathic helix" Repeat      3.          2.          1.          1.          1.          77.479      "no data" 0          
   IPR022768   "Fascin domain" Domain      3.          1.          1.          1.          1.          83.5821     "no data" 0          
   IPR001796   "Dihydrofolate reductase domain" Domain      2.          1.          40.         1.          28.         98.7107     1.1         1          
   IPR000692   Fibrillarin Family      2.          1.          1.          1.          1.          79.2634     "no data" 0          
   IPR033391   "Fructose-1-6-bisphosphatase class I, N-terminal" Domain      2.          2.          2.          1.          2.          86.7501     830.        1          
   IPR035077   "Phosphoenolpyruvate carboxykinase, C-terminal P-loop domain" Domain      2.          1.          2.          1.          2.          67.4498     2110.       1          
   IPR003680   "Flavodoxin-like fold" Domain      2.          2.          2.          2.          2.          56.2658     "no data" 0          
   IPR000819   "Peptidase M17, leucyl aminopeptidase, C-terminal" Domain      2.          0.          1.          1.          1.          65.0533     800.        1          
   IPR005720   "Dihydroorotate dehydrogenase domain" Domain      2.          1.          20.         1.          20.         99.8414     "no data" 0          
   IPR022677   "Myristoyl-CoA:protein N-myristoyltransferase, C-terminal" Domain      2.          2.          5.          1.          4.          93.8402     "no data" 0          
   IPR000297   "Peptidyl-prolyl cis-trans isomerase, PpiC-type" Domain      2.          2.          6.          1.          6.          82.9687     80.         1          
   IPR005122   "Uracil-DNA glycosylase-like" Domain      2.          2.          3.          1.          3.          83.4714     1300.       1          
   IPR016053   "Haem oxygenase-like" Family      2.          2.          1.          1.          1.          98.3593     "no data" 0          
   IPR024053   "von Hippel-Lindau disease tumour suppressor,  beta domain" Domain      2.          1.          23.         1.          23.         71.9417     170.        1          
   IPR010708   5'(3')-deoxyribonucleotidase Family      2.          2.          1.          1.          1.          91.4924     "no data" 0          
   IPR003101   "Coactivator CBP, KIX domain" Domain      2.          0.          1.          1.          1.          70.0569     1900.       1          
   IPR032632   "Peptidase M16, middle/third domain" Domain      2.          1.          3.          1.          3.          78.8178     60.         1          
   IPR022629   "S-adenosylmethionine synthetase, central domain" Domain      2.          2.          1.          1.          1.          87.6047     "no data" 0          
   IPR002241   "Glycoside hydrolase, family 27" Family      2.          2.          3.          2.          2.          99.39       43.         1          
   IPR001576   "Phosphoglycerate kinase" Family      2.          1.          3.          1.          2.          71.4073     2780.       1          
   IPR003193   "ADP-ribosyl cyclase (CD38/157)" Family      2.          2.          2.          1.          2.          87.3324     76.         1          
   IPR000898   "Indoleamine 2,3-dioxygenase" Family      2.          1.          5.          1.          5.          94.4871     "no data" 0          
   IPR005065   "Platelet-activating factor acetylhydrolase-like" Family      2.          1.          3.          1.          3.          82.5228     120.        1          
   IPR000262   "FMN-dependent dehydrogenase" Domain      2.          1.          3.          1.          3.          99.8558     "no data" 0          
   IPR008883   "Ubiquitin E2 variant, N-terminal" Domain      2.          0.          1.          1.          1.          39.4527     "no data" 0          
   IPR021991   "UHRF1, tandem tudor domain" Domain      2.          2.          1.          1.          1.          45.9465     "no data" 0          
   IPR035075   "PRMT5 arginine-N-methyltransferase" Domain      1.          1.          10.         1.          8.          98.2224     1.          1          
   IPR015865   "Riboflavin kinase domain, bacterial/eukaryotic" Domain      1.          1.          1.          1.          1.          76.0327     "no data" 0          
   IPR000779   Interleukin-2 Family      1.          2.          2.          1.          2.          92.8877     "no data" 0          
   IPR023416   "Transthyretin/hydroxyisourate hydrolase domain" Domain      1.          1.          46.         1.          39.         57.6503     6.2         1          
   IPR033453   "Glycosyl hydrolase family 30, TIM-barrel domain" Domain      1.          1.          2.          1.          2.          86.567      300.        1          
   IPR011496   Beta-N-acetylglucosaminidase Family      1.          1.          3.          1.          2.          96.4724     0.9         1          
   IPR000600   "ROK family" Family      1.          1.          3.          1.          1.          99.6503     2500.       1          
   IPR032259   "Enoyl-CoA hydratase/isomerase,  HIBYL-CoA-H type" Family      1.          1.          1.          1.          1.          79.145      "no data" 0          
   IPR024367   "Alpha-ketoglutarate-dependent dioxygenase FTO, catalytic domain" Domain      1.          1.          9.          1.          9.          95.8165     810.        1          
   IPR007747   Menin       Family      1.          1.          12.         1.          12.         94.2313     22.         1          
   IPR025789   "Histone-lysine N-methyltransferase DOT1 domain" Domain      1.          1.          5.          1.          5.          92.4692     4400.       1          
   IPR007199   "Replication factor-A protein 1, N-terminal" Domain      1.          1.          2.          1.          2.          80.2284     810.        1          
   IPR008334   "5'-Nucleotidase, C-terminal" Domain      1.          1.          2.          1.          1.          67.6932     "no data" 0          
   IPR013968   "Polyketide synthase, ketoreductase domain" Domain      1.          1.          2.          1.          2.          89.3831     "no data" 0          
   IPR006716   "ERG2/sigma1 receptor-like" Family      1.          1.          2.          1.          2.          98.967      2.6         1          
   IPR023451   "Thymidylate synthase/dCMP hydroxymethylase domain" Domain      1.          1.          2.          1.          2.          95.6675     "no data" 0          
   IPR023485   "Phosphotyrosine protein phosphatase I" Domain      1.          1.          1.          1.          1.          83.218      7100.       1          
   IPR007724   "Poly(ADP-ribose) glycohydrolase" Family      1.          1.          1.          1.          1.          73.0709     "no data" 0          
   IPR006099   "Methylmalonyl-CoA mutase, alpha/beta chain, catalytic" Domain      1.          1.          2.          1.          1.          97.5838     "no data" 0          
   IPR001015   Ferrochelatase Family      1.          1.          20.         1.          1.          88.1712     "no data" 0          
   IPR002818   DJ-1/PfpI   Domain      1.          0.          2.          1.          2.          73.6259     "no data" 0          
