#>T all_ip_with_pdb_0723
#>-ip_code-----up_name-----up_code-----lig_name----pdb_code----protein_chain-MI----------MX----------ligand_desolvation-new_binding
   IPR000536   ANDR        P10275      zk5         1gs4        a           702         900         99.813      0.         
   IPR004045   GSTP1       P09211      eaa         2gss        a           8           109         66.0615     11500.     
   IPR004045   GSTP1       P09211      eaa         3hjo        a           8           206         76.8402     300.       
   IPR004046   GSTP1       P09211      eaa         3hjo        a           8           206         76.8402     300.       
   IPR004045   GSTP1       P09211      eaa         3n9j        a           8           207         65.1814     0.         
   IPR004046   GSTP1       P09211      eaa         3n9j        a           8           207         65.1814     0.         
   IPR004045   GSTP1       P09211      eaa         3kmo        a           8           206         78.0454     0.         
   IPR004046   GSTP1       P09211      eaa         3kmo        a           8           206         78.0454     0.         
   IPR004045   GSTP1       P09211      eaa         3km6        a           8           206         77.1737     0.         
   IPR004046   GSTP1       P09211      eaa         3km6        a           8           206         77.1737     0.         
   IPR004045   GSTA1       P08263      eaa         1gsf        a           9           222         88.9708     10000.     
   IPR004046   GSTA1       P08263      eaa         1gsf        a           9           222         88.9708     10000.     
   IPR001759   SAMP        P02743      cdg         1gyk        a           77          167         49.2903     0.         
   IPR000719   CDK2        P24941      fap         1h00        a           12          145         81.1172     38000.     
   IPR000719   CDK2        P24941      fcp         1h00        a           12          145         85.0642     38000.     
   IPR000719   CDK2        P24941      fal         1h01        a           10          145         80.2979     22000.     
   IPR000719   CDK2        P24941      fbl         1h01        a           10          145         90.9659     0.         
   IPR000719   CDK2        P24941      bwp         1h08        a           10          145         89.6975     0.         
   IPR000719   CDK2        P24941      byp         1h08        a           10          145         83.2936     28000.     
   IPR000719   CDK2        P24941      un4         1h0v        a           10          144         92.5316     0.         
   IPR000719   CDK2        P24941      207         1h0w        a           10          144         84.2572     13000.     
   IPR000719   CDK2        P24941      cmg         1e1v        a           10          144         92.4519     12000.     
   IPR000719   CDK2        P24941      cmg         1h1p        a           10          134         88.8782     12000.     
   IPR000719   CDK2        P24941      2a6         1h1q        a           10          145         86.1128     1000.      
   IPR014760   ALBU        P02768      rwf         1h9z        a           223         315         83.4199     3800.      
   IPR018502   ANXA5       P08758      k21         1hak        a           3           247         71.3185     0.         
   IPR019791   PGH1        P23219      fl2         1ht5        a           115         530         98.2701     0.         
   IPR019791   PGH1        P23219      34c         1ht8        a           115         530         98.6736     0.         
   IPR002035   ITAM        P11215      sim         4xw2        a           158         262         34.308      0.         
   IPR001818   MMP8        P22894      bsi         1bzs        a           179         242         76.5478     10.        
   IPR001818   MMP8        P22894      bsi         1i76        a           179         240         76.8966     0.         
   IPR000536   PPARA       Q07869      az2         1i7g        a           241         464         95.6644     1000.      
   IPR000536   PPARG       P37231      az2         1i7i        a           308         501         89.0265     200.       
   IPR001148   CAH2        P00918      inm         1i90        a           62          208         75.6473     1.28       
   IPR001148   CAH2        P00918      inv         1i9l        a           92          208         75.4486     3.3        
   IPR001148   CAH2        P00918      inv         1i9l        a           57          134         75.4486     3.3        
   IPR001148   CAH2        P00918      inw         1i9m        a           92          208         80.2045     3.3        
   IPR001148   CAH2        P00918      inw         1i9m        a           57          134         80.2045     3.3        
   IPR001148   CAH2        P00918      ioa         1i9n        a           92          208         65.9236     2.2        
   IPR001148   CAH2        P00918      ioe         1i9p        a           92          208         72.6237     3.9        
   IPR001148   CAH2        P00918      iof         1i9q        a           57          140         68.1665     3.9        
   IPR001148   CAH2        P00918      iof         1i9q        a           92          208         68.1665     3.9        
   IPR023210   ALDR        P15121      zes         1iei        a           21          312         90.5795     0.         
   IPR001148   CAH2        P00918      sbr         1if7        a           92          208         66.3741     0.03       
   IPR001148   CAH2        P00918      sbs         1if8        a           92          208         61.7833     0.23       
   IPR002048   TNNC1       P63316      emd         1ih0        a           104         161         70.0461     10000.     
   IPR023210   AK1C2       P52895      iu5         1ihi        a           24          311         72.558      0.         
   IPR001254   FA10        P00742      xmi         1iqk        a           317         452         76.9563     0.         
   IPR001254   FA10        P00742      xmj         1iql        a           317         452         76.8224     0.         
   IPR001254   FA10        P00742      xmk         1iqm        a           317         452         74.092      0.         
   IPR000845   MTAP        Q13126      mta         1cg6        a           18          237         93.3651     0.         
   IPR000692   FBRL        P22087      mta         2ipx        a           165         245         79.2634     0.         
   IPR035075   ANM5        O14744      mta         5fa5        a           314         449         98.2224     0.         
   IPR001818   MMP8        P22894      bbt         1jj9        a           178         239         70.4607     1700.      
   IPR000719   CDK2        P24941      u55         1jsv        a           10          144         82.0989     2000.      
   IPR015878   SAHH        P23526      dea         1k0u        a           54          362         99.7914     0.         
   IPR000719   CDK2        P24941      ls1         1ke5        a           10          148         81.9634     560.       
   IPR000719   CDK2        P24941      ls2         1ke6        a           10          145         76.6204     5.7        
   IPR000719   CDK2        P24941      ls3         1ke7        a           10          145         82.578      8.9        
   IPR000719   CDK2        P24941      ls4         1ke8        a           8           145         80.987      1000.      
   IPR001796   DYR         P00374      lih         1kms        a           8           137         88.8723     0.         
   IPR001796   DYR         P00374      lii         1kmv        a           8           137         89.3083     112.       
   IPR000536   PPARG       P37231      ypa         1knu        a           256         501         92.934      0.         
   IPR001254   FA10        P00742      fxv         1ksn        a           317         451         79.4995     0.4        
   IPR001254   THRB        P00734      c24         1kts        b           406         602         78.7286     0.         
   IPR001254   THRB        P00734      c02         1ktt        b           406         602         83.4646     1500.      
   IPR015878   SAHH        P23526      ady         1ky5        a           54          362         100.        0.         
   IPR015878   SAHH        P23526      ady         1ky5        b           54          362         100.        0.         
   IPR015878   SAHH        P23526      ady         1ky5        c           54          362         100.        0.         
   IPR015878   SAHH        P23526      ady         1ky5        d           54          362         100.        0.         
   IPR033391   F16P1       P09467      pfe         1kz8        a           48          77          49.2464     830.       
   IPR000811   PYGM        P11217      nbg         2prj        a           136         677         94.4229     32000.     
   IPR000811   PYGL        P06737      nbg         3cej        a           136         677         92.806      0.         
   IPR000811   PYGL        P06737      nbg         3ceh        a           136         677         93.4554     0.         
   IPR000811   PYGL        P06737      nbg         3cem        a           136         677         91.4201     0.         
   IPR000811   PYGL        P06737      nbg         1l7x        a           136         677         93.9204     0.         
   IPR000811   PYGL        P06737      nbg         1xoi        a           136         677         94.1779     0.         
   IPR000811   PYGL        P06737      nbg         1xoi        b           136         677         94.1779     0.         
   IPR000811   PYGL        P06737      nbg         1em6        a           136         677         94.6794     0.         
   IPR000811   PYGL        P06737      nbg         1exv        a           136         677         93.1305     0.         
   IPR000811   PYGL        P06737      nbg         1l5s        a           136         677         93.2236     0.         
   IPR000811   PYGL        P06737      nbg         1fc0        a           136         677         93.4893     0.         
   IPR000811   PYGL        P06737      nbg         1fc0        b           136         677         93.4893     0.         
   IPR000811   PYGL        P06737      nbg         3dd1        a           136         677         94.4271     0.         
   IPR000811   PYGL        P06737      nbg         3dds        a           136         677         94.1961     0.         
   IPR000811   PYGL        P06737      nbg         3ddw        a           136         677         93.9578     0.         
   IPR000811   PYGM        P11217      nbg         1ww2        a           136         677         94.6768     0.         
   IPR000811   PYGL        P06737      nbg         1l5r        a           136         677         94.2476     0.         
   IPR000811   PYGL        P06737      nbg         1l5q        a           136         677         94.3587     0.         
   IPR015865   RIFK        Q969G6      rbf         1nb9        a           18          123         76.0327     0.         
   IPR000811   PYGL        P06737      rbf         1l5r        a           283         772         69.8887     17000.     
   IPR033391   F16P1       P09467      cli         1lev        a           17          178         86.7501     2500.      
   IPR001791   SHBG        P04278      esm         1lhw        a           69          200         98.0139     0.832      
   IPR015878   SAHH        P23526      noc         1li4        a           54          362         100.        0.         
   IPR001611   TLR8        Q9NR97      uri         4r0a        a           348         429         66.8582     55000.     
   IPR035077   PCKGC       P35558      tsx         1m51        a           287         533         67.0258     18800.     
   IPR001093   IMDH2       P12268      moa         1jr1        a           274         420         81.0818     6.         
   IPR001818   MMP7        P09237      rss         1mmp        a           173         236         64.7644     850.       
   IPR001818   MMP7        P09237      rrs         1mmq        a           173         236         65.1052     30.        
   IPR001818   MMP7        P09237      srs         1mmr        a           173         236         64.4905     4000.      
   IPR001254   THRB        P00734      cdb         1mu8        b           406         603         82.2793     1.         
   IPR001254   THRB        P00734      cdd         1mue        b           406         602         81.3165     2.3        
   IPR001796   DYR         P00374      dtm         1mvt        a           8           137         88.03       0.         
   IPR001796   DYR         P00374      dtm         1mvs        a           8           137         87.232      0.         
   IPR000536   THB         P10828      pfa         1n46        a           269         455         100.        0.03       
   IPR000536   THB         P10828      ih5         1nax        a           269         455         99.8461     370.       
   IPR000779   IL2         P60568      mhc         1nbp        a           43          105         92.8877     0.         
   IPR001254   FA10        P00742      rrp         1nfu        a           317         452         75.2305     18.        
   IPR001254   FA10        P00742      rrr         1nfw        a           317         452         80.2539     1.1        
   IPR001254   FA10        P00742      rtr         1nfy        a           317         452         79.8501     1.3        
   IPR035077   PCKGC       P35558      ftb         1nhx        a           287         533         67.4498     2110.      
   IPR013149   PTGR3       Q8N4Q0      dif         2wek        a           161         322         70.4285     0.         
   IPR013149   PTGR3       Q8N4Q0      dif         2wek        a           75          306         70.4285     0.         
   IPR013149   PTGR3       Q8N4Q0      dif         2wek        a           124         313         70.4285     0.         
   IPR014760   ALBU        P02768      dif         4z69        a           223         315         82.896      0.         
   IPR014760   ALBU        P02768      dif         4z69        a           223         506         82.896      0.         
   IPR023416   TTHY        P02766      dif         3cfq        a           35          139         52.2409     0.         
   IPR019791   PGH1        P23219      dif         3n8y        a           115         530         98.7505     0.         
   IPR001254   UROK        P00749      655         1o3p        b           208         408         71.6228     220.       
   IPR001254   HEPS        P05981      cr9         1o5f        h           187         389         72.3974     850.       
   IPR001254   THRB        P00734      cr9         1o5g        h           390         602         83.1381     11000.     
   IPR001254   UROK        P00749      cr9         1o5c        b           207         408         72.2059     6000.      
   IPR001254   FA7         P08709      cr9         1o5d        h           237         435         76.4615     0.         
   IPR002937   AOFA        P21397      mlg         2bxs        a           180         444         97.6088     0.         
   IPR001627   SEM7A       O75326      ndg         3nvq        a           302         432         34.7493     0.         
   IPR000472   AVR2A       P27037      ndg         2goo        c           64          116         19.1198     0.         
   IPR002018   CHLE        P06276      ndg         2pm8        a           490         513         51.3354     0.         
   IPR001828   ANPRC       P17342      ndg         1jdp        a           264         351         49.5599     0.         
   IPR001548   ACE         P12821      lpr         2c6n        a           360         534         70.1688     131.5      
   IPR001548   F6X3S4      F6X3S4      lpr         1o86        a           312         558         75.243      0.27       
   IPR001245   FGFR2       P21802      aa2         1oec        a           485         644         64.4473     0.         
   IPR014760   ALBU        P02768      swf         1ha2        a           223         315         83.9318     2900.      
   IPR001128   CP2C9       P11712      swf         1og5        a           97          388         88.6394     0.         
   IPR000719   CDK2        P24941      st8         1ogu        a           10          145         85.3059     34.        
   IPR023210   AK1C2       P52895      5sd         4xo6        a           24          311         79.8572     0.         
   IPR000719   CDK2        P24941      n20         1oi9        a           10          145         83.8507     69.        
   IPR000719   CDK2        P24941      hdu         1oiq        a           15          145         87.6769     2900.      
   IPR000719   CDK2        P24941      hdy         1oir        a           10          145         69.5758     32.        
   IPR000719   CDK2        P24941      n76         1oiu        a           10          145         81.7077     210.       
   IPR000719   CDK2        P24941      n41         1oiy        a           10          145         85.7778     64.        
   IPR001148   CAH2        P00918      sab         1okm        a           64          208         74.0899     0.         
   IPR001148   CAH2        P00918      stb         1okn        a           91          208         66.8717     0.         
   IPR000242   PTN1        P18031      968         1onz        a           46          266         73.1337     8000.      
   IPR003680   NQO1        P15559      dtc         4cet        a           106         195         56.2658     0.         
   IPR000863   ST2A1       Q06520      aox         2qp4        a           14          238         95.1737     0.         
   IPR023210   AK1C2       P52895      aox         4xo6        b           24          311         77.1897     0.         
   IPR001254   UROK        P00749      497         1owd        a           224         408         64.3015     6.3        
   IPR001254   UROK        P00749      426         1owi        a           224         409         69.1398     28.        
   IPR001254   UROK        P00749      155         1owj        a           224         409         64.3763     48.        
   IPR001254   UROK        P00749      303         1owk        a           224         409         64.19       23.5       
   IPR001254   THRB        P00734      fsn         1oyt        h           406         602         85.6431     57.        
   IPR000719   MK14        Q16539      fph         1oz1        a           30          171         81.7251     0.         
   IPR001796   DYR         P00374      co4         1pd8        a           8           137         89.5408     0.         
   IPR001796   DYR         P00374      co4         1pd9        a           8           137         83.7569     0.         
   IPR019791   PGH1        P23219      isf         1pge        a           115         530         99.0159     0.         
   IPR019791   PGH1        P23219      imm         1pgg        a           112         530         98.262      0.         
   IPR019791   PGH1        P23219      imm         1pgf        a           112         530         98.1737     0.         
   IPR013149   DHSO        Q00796      572         1pl6        a           45          300         88.5612     0.         
   IPR023210   ALDR        P15121      bfi         1pwl        a           21          312         92.9396     0.         
   IPR023210   ALDR        P15121      fid         2pdy        a           21          302         85.3198     0.         
   IPR023210   ALDR        P15121      fid         2pdw        a           21          302         85.3149     0.         
   IPR023210   ALDR        P15121      fid         2pd9        a           21          302         85.3908     0.         
   IPR023210   ALDR        P15121      fid         2agt        a           21          300         85.9692     0.         
   IPR023210   AK1BA       O60218      fid         4gab        a           21          302         87.4227     0.         
   IPR023210   ALDR        P15121      fid         2pev        a           21          301         94.8399     0.         
   IPR023210   ALDR        P15121      fid         1ef3        a           21          302         85.3797     0.         
   IPR023210   ALDR        P15121      fid         2pf8        a           21          301         96.1231     0.         
   IPR023210   ALDR        P15121      fid         2pfh        a           21          301         96.1299     0.         
   IPR023210   ALDR        P15121      fid         1pwm        a           21          302         85.1134     0.         
   IPR031314   DCK         P27707      ac2         3mjr        a           30          208         85.7082     0.         
   IPR000845   PNPH        P00491      ac2         1pwy        e           116         260         94.6808     90000.     
   IPR000719   CDK2        P24941      ck5         1pxm        a           10          145         87.8013     60.        
   IPR000719   CDK2        P24941      ck6         1pxn        a           10          145         91.7054     70.        
   IPR000719   CDK2        P24941      pm1         1pye        a           10          145         88.0611     386.       
   IPR001752   KIF11       P52732      nat         1x88        a           116         218         82.0447     0.         
   IPR001752   KIF11       P52732      nat         1q0b        a           116         218         81.1461     6700.      
   IPR000242   PTN1        P18031      234         1q1m        a           20          266         77.9362     6900.      
   IPR001128   CP17A       P05093      plo         4nkw        a           105         483         98.7813     0.         
   IPR000863   ST2A1       Q06520      and         1j99        a           14          238         93.098      0.         
   IPR019791   PGH1        P23219      bfl         1q4g        a           115         530         99.1671     0.         
   IPR000719   GSK3B       P49841      679         1q4l        a           62          200         90.2037     40.        
   IPR000719   GSK3B       P49841      tmu         1q5k        a           61          199         74.707      38.        
   IPR014760   ALBU        P02768      opb         2bxo        a           223         317         87.7127     0.         
   IPR014760   ALBU        P02768      opb         2bxo        a           418         573         87.7127     0.         
   IPR000719   ROCK1       Q13464      y27         2etr        a           82          215         79.4987     150.       
   IPR000719   ROCK2       O75116      y27         2h9v        a           98          231         87.5558     0.         
   IPR000719   KAPCA       P17612      y27         1q8t        a           50          184         87.8925     17500.     
   IPR001254   THRB        P00734      ppx         1qbv        h           406         602         81.0531     4100.      
   IPR001254   THRB        P00734      167         1qj6        b           406         602         85.3924     18.        
   IPR001254   THRB        P00734      gr1         1qj7        b           406         602         85.8195     8.         
   IPR003594   ENPL        P14625      cdy         1qye        a           107         247         88.5181     0.         
   IPR000719   GSK3B       P49841      dfn         1r0e        a           62          200         92.1312     0.         
   IPR001548   ACE2        Q9BYF1      xx5         1r4l        a           145         515         84.3371     0.         
   IPR000994   MAP2        P50579      ao5         1r58        a           219         459         76.8868     110.       
   IPR000994   MAP2        P50579      ao1         1r5g        a           219         459         85.2095     30.        
   IPR000994   MAP2        P50579      ao2         1r5h        a           219         459         88.2932     180.       
   IPR000719   KAPCA       P17612      bd2         1re8        a           50          187         91.5023     0.3        
   IPR000719   KAPCA       P17612      b1l         1rej        a           50          184         90.0242     5.         
   IPR002073   PDE4B       Q07343      rol         1xn0        a           405         618         92.4699     570.       
   IPR002073   PDE4D       Q08499      rol         3g4k        a           461         674         91.5258     288.       
   IPR002073   PDE4D       Q08499      rol         1tbb        a           461         674         88.357      0.         
   IPR002073   PDE4D       Q08499      rol         1oyn        a           461         674         84.8177     550.       
   IPR002073   PDE4D       Q08499      rol         1q9m        a           461         674         85.881      330.       
   IPR002073   PDE4B       Q07343      rol         1xmy        a           405         618         87.9711     50.12      
   IPR002073   PDE4B       Q07343      rol         1ro6        a           405         618         89.406      350.       
   IPR000719   TGFR1       P36897      580         1rw8        a           211         351         95.3358     175.       
   IPR023210   AK1C3       P42330      pg2         1ry0        a           24          319         87.7619     0.         
   IPR019791   PGH2        P35354      flf         5ikv        a           102         517         98.3796     0.         
   IPR041086   TEAD2       Q15562      flf         5dq8        a           233         428         93.3911     73000.     
   IPR023210   AK1BA       O60218      flf         4i5x        a           21          302         88.0259     0.         
   IPR023416   TTHY        P02766      flf         3ozl        a           35          141         52.6497     0.         
   IPR023210   AK1C3       P42330      flf         1s2c        a           24          319         97.5008     0.         
   IPR023210   AK1C3       P42330      flf         1s2c        a           6           284         97.5008     0.         
   IPR001365   ADA         P00813      3d1         3iar        a           15          296         97.3958     0.         
   IPR031314   DCK         P27707      3d1         2zi6        a           30          204         93.0198     0.         
   IPR031314   DCK         P27707      3d1         2zi6        b           30          204         93.0198     0.         
   IPR031314   DCK         P27707      3d1         2zi3        a           30          204         99.1867     0.         
   IPR001796   DYR         P00374      tqd         1s3v        a           8           137         86.0465     0.         
   IPR001796   DYR         P00374      tqd         1s3u        a           8           137         82.6612     0.         
   IPR000536   PRGR        P06401      ndr         1sqn        a           715         909         98.8158     0.4        
   IPR001254   UROK        P00749      ui2         1sqo        a           320         409         85.3936     35.        
   IPR001254   UROK        P00749      ui3         4fui        a           320         408         76.8879     0.         
   IPR001254   UROK        P00749      ui3         1sqt        a           320         408         77.8163     630.       
   IPR019594   GRIA2       P42262      cpw         1syh        a           423         753         99.6623     393.       
   IPR019594   GRIA2       P42262      cpw         1syi        a           423         753         99.5398     3590.      
   IPR023210   ALDR        P15121      id5         1t40        a           21          312         92.5589     0.         
   IPR023210   ALDR        P15121      id5         1t41        a           21          312         93.8402     0.         
   IPR001254   THRB        P00734      14a         1t4v        h           406         602         80.8052     21.        
   IPR000001   APOA        P08519      cpf         4bvv        a           4260        4301        58.1888     0.         
   IPR001254   THRB        P00734      176         1ta2        a           406         602         78.1611     3.         
   IPR001254   THRB        P00734      177         1ta6        a           406         602         81.3759     0.74       
   IPR001370   XIAP        P98170      998         1tfq        a           292         323         54.717      12.        
   IPR023416   TTHY        P02766      mil         1tlm        a           35          139         52.1306     0.         
   IPR001254   THRB        P00734      min         1tom        h           406         594         80.1105     5.         
   IPR000566   FABP4       P15090      b1v         1tou        a           11          129         87.639      1000.      
   IPR000536   VDR         P11473      tx5         1txi        a           143         422         98.1683     0.         
   IPR003594   PDK3        Q15120      rdc         2q8i        a           248         354         79.309      400000.    
   IPR003594   HS90A       P07900      rdc         4egk        a           48          186         87.926      19.        
   IPR003594   ENPL        P14625      rdc         1u0z        a           104         247         88.8795     0.         
   IPR001254   UROK        P00749      745         1u6q        a           224         409         70.1344     1310.      
   IPR000668   CATK        P43235      ihe         1u9v        a           133         323         55.6551     6.         
   IPR000668   CATK        P43235      ihi         1u9w        a           133         323         62.2829     3.5        
   IPR000668   CATK        P43235      ihj         1u9x        a           133         323         54.051      7.         
   IPR002073   PDE5A       O76074      cia         1xoz        a           725         820         83.8689     1.2        
   IPR002073   PDE5A       O76074      cia         1udu        a           612         824         88.2786     0.9        
   IPR000719   CDK5        Q00535      alh         1ung        a           14          144         77.6787     160.       
   IPR000719   CDK2        P24941      i1p         1urw        a           12          148         70.7512     3.         
   IPR001818   MMP3        P08254      in9         1usn        a           103         228         61.3491     18.        
   IPR001818   MMP12       P39900      cp8         1utt        a           179         248         81.8099     100000.    
   IPR000719   GSK3B       P49841      brw         1uv5        a           62          200         88.6335     5.         
   IPR001254   THRB        P00734      i11         1uvs        h           406         601         78.2284     4000.      
   IPR003594   HS90A       P07900      pu4         1uy7        a           51          186         80.1104     200000.    
   IPR003594   HS90A       P07900      pu5         1uy8        a           51          186         82.0457     75000.     
   IPR003594   HS90A       P07900      pu6         1uy9        a           51          186         80.626      15300.     
   IPR003594   HS90A       P07900      pu7         1uyc        a           51          186         82.8925     41000.     
   IPR003594   HS90A       P07900      pu8         1uyd        a           22          186         85.5372     200000.    
   IPR003594   HS90A       P07900      pu9         1uye        a           22          186         86.1786     200000.    
   IPR003594   HS90A       P07900      pu1         6el5        a           51          186         86.614      0.         
   IPR003594   HS90A       P07900      pu1         1uyf        a           22          186         85.3634     30000.     
   IPR003594   HS90A       P07900      pu2         1uyg        a           51          184         88.3734     53500.     
   IPR003594   HS90A       P07900      pu0         1uyh        a           51          186         82.7101     14300.     
   IPR003594   HS90A       P07900      puz         1uyi        a           51          184         85.4418     4100.      
   IPR003594   HS90A       P07900      pux         1uyk        a           51          184         82.1224     17100.     
   IPR003594   HS90A       P07900      pu3         1uy6        a           22          186         80.1177     200000.    
   IPR003594   HS90B       P08238      pu3         1uym        a           17          181         84.3926     1000.      
   IPR000719   CDK2        P24941      3fp         1v1k        a           10          145         70.6455     35000.     
   IPR000845   PNPH        P00491      2di         1v3q        e           86          257         91.5788     0.         
   IPR013149   PTGR2       Q8N8N7      5op         2zb4        a           51          290         77.6791     0.         
   IPR000845   PNPH        P00491      3dg         1v45        e           86          257         94.6147     0.         
   IPR004030   NOS1        P29475      arr         1vag        a           341         711         80.8664     0.         
   IPR000073   HYES        P34913      ciu         1vj5        a           267         525         91.9397     120.       
   IPR000719   CDK2        P24941      292         1vyw        a           8           145         83.3961     37.        
   IPR000719   CDK2        P24941      n5b         1vyz        a           10          145         86.0069     290.       
   IPR001254   THRB        P00734      shy         1vzq        h           406         602         85.9603     36.        
   IPR023210   AK1C1       Q04828      str         1mrq        a           24          311         81.9722     0.         
   IPR000536   MCR         P08235      str         2aa6        a           766         960         100.        0.39       
